Not using distributed mode
Creating vqa datasets
Creating model
load checkpoint from /home/admin1/5703-upload/5703/Transformer_VQA_no/output_vqa2/vqa/checkpoint_07.pth ,evaluate.
<All keys matched successfully>
Start training
Generate VQA test result:  [    0/26794]  eta: 7:15:59  acc: 0.6250  time: 0.9763  data: 0.4115  max mem: 4164
Generate VQA test result:  [   50/26794]  eta: 1:36:42  acc: 0.8235  time: 0.2013  data: 0.0002  max mem: 4194
Generate VQA test result:  [  100/26794]  eta: 1:33:25  acc: 0.8144  time: 0.2029  data: 0.0002  max mem: 4194
Generate VQA test result:  [  150/26794]  eta: 1:32:15  acc: 0.8204  time: 0.2040  data: 0.0002  max mem: 4194
Generate VQA test result:  [  200/26794]  eta: 1:31:31  acc: 0.8265  time: 0.2019  data: 0.0002  max mem: 4194
Generate VQA test result:  [  250/26794]  eta: 1:31:07  acc: 0.8272  time: 0.2041  data: 0.0002  max mem: 4194
Generate VQA test result:  [  300/26794]  eta: 1:30:48  acc: 0.8243  time: 0.2048  data: 0.0002  max mem: 4194
Generate VQA test result:  [  350/26794]  eta: 1:30:32  acc: 0.8127  time: 0.2043  data: 0.0002  max mem: 4194
Generate VQA test result:  [  400/26794]  eta: 1:30:18  acc: 0.8102  time: 0.2037  data: 0.0002  max mem: 4194
Generate VQA test result:  [  450/26794]  eta: 1:30:03  acc: 0.8063  time: 0.2044  data: 0.0002  max mem: 4194
Generate VQA test result:  [  500/26794]  eta: 1:29:50  acc: 0.8034  time: 0.2042  data: 0.0002  max mem: 4197
Generate VQA test result:  [  550/26794]  eta: 1:29:39  acc: 0.8020  time: 0.2040  data: 0.0002  max mem: 4197
Generate VQA test result:  [  600/26794]  eta: 1:29:24  acc: 0.8051  time: 0.2023  data: 0.0002  max mem: 4197
Generate VQA test result:  [  650/26794]  eta: 1:29:10  acc: 0.7993  time: 0.2032  data: 0.0001  max mem: 4197
Generate VQA test result:  [  700/26794]  eta: 1:28:59  acc: 0.7967  time: 0.2034  data: 0.0002  max mem: 4197
Generate VQA test result:  [  750/26794]  eta: 1:28:47  acc: 0.7964  time: 0.2037  data: 0.0002  max mem: 4197
Generate VQA test result:  [  800/26794]  eta: 1:28:36  acc: 0.7960  time: 0.2041  data: 0.0002  max mem: 4197
Generate VQA test result:  [  850/26794]  eta: 1:28:24  acc: 0.7957  time: 0.2038  data: 0.0002  max mem: 4197
Generate VQA test result:  [  900/26794]  eta: 1:28:12  acc: 0.7977  time: 0.2037  data: 0.0002  max mem: 4197
Generate VQA test result:  [  950/26794]  eta: 1:28:01  acc: 0.7985  time: 0.2036  data: 0.0002  max mem: 4197
Generate VQA test result:  [ 1000/26794]  eta: 1:27:50  acc: 0.7982  time: 0.2043  data: 0.0002  max mem: 4197
