Not using distributed mode
Creating vqa datasets
Creating model
reshape position embedding from 256 to 576
load checkpoint from /home/admin1/5703-upload/5703/Transformer_VQA_no/ALBEF.pth
_IncompatibleKeys(missing_keys=['inversion.0.weight', 'inversion.0.bias', 'inversion.2.weight', 'inversion.2.bias', 'inversion.4.weight', 'inversion.4.bias'], unexpected_keys=['temp', 'image_queue', 'text_queue', 'queue_ptr', 'vision_proj.weight', 'vision_proj.bias', 'text_proj.weight', 'text_proj.bias', 'itm_head.weight', 'itm_head.bias', 'vision_proj_m.weight', 'vision_proj_m.bias', 'text_proj_m.weight', 'text_proj_m.bias'])
Start training
Train Epoch: [0]  [    0/27734]  eta: 23:56:49  lr: 0.000010  loss: 43.5565  time: 3.1085  data: 1.2439  max mem: 11191
Train Epoch: [0]  [   50/27734]  eta: 4:43:32  lr: 0.000010  loss: 9.7505  time: 0.5652  data: 0.0002  max mem: 15289
Train Epoch: [0]  [  100/27734]  eta: 4:33:22  lr: 0.000010  loss: 7.4034  time: 0.5773  data: 0.0002  max mem: 15289
Train Epoch: [0]  [  150/27734]  eta: 4:28:54  lr: 0.000013  loss: 9.1964  time: 0.5696  data: 0.0002  max mem: 15327
Train Epoch: [0]  [  200/27734]  eta: 4:26:42  lr: 0.000013  loss: 7.1139  time: 0.5663  data: 0.0002  max mem: 15327
Train Epoch: [0]  [  250/27734]  eta: 4:25:22  lr: 0.000015  loss: 4.5128  time: 0.5701  data: 0.0002  max mem: 15327
Train Epoch: [0]  [  300/27734]  eta: 4:23:55  lr: 0.000015  loss: 3.9446  time: 0.5684  data: 0.0002  max mem: 15327
Train Epoch: [0]  [  350/27734]  eta: 4:23:11  lr: 0.000018  loss: 6.7964  time: 0.5729  data: 0.0002  max mem: 15327
Train Epoch: [0]  [  400/27734]  eta: 4:22:20  lr: 0.000018  loss: 8.5127  time: 0.5667  data: 0.0002  max mem: 15327
Train Epoch: [0]  [  450/27734]  eta: 4:21:42  lr: 0.000020  loss: 8.1835  time: 0.5734  data: 0.0002  max mem: 15327
Train Epoch: [0]  [  500/27734]  eta: 4:21:37  lr: 0.000020  loss: 7.9624  time: 0.6094  data: 0.0002  max mem: 15337
Train Epoch: [0]  [  550/27734]  eta: 4:21:12  lr: 0.000020  loss: 5.7215  time: 0.5763  data: 0.0002  max mem: 15371
Train Epoch: [0]  [  600/27734]  eta: 4:20:24  lr: 0.000020  loss: 7.5728  time: 0.5680  data: 0.0002  max mem: 15371
Train Epoch: [0]  [  650/27734]  eta: 4:19:37  lr: 0.000020  loss: 5.4525  time: 0.5650  data: 0.0002  max mem: 15371
Train Epoch: [0]  [  700/27734]  eta: 4:18:53  lr: 0.000020  loss: 4.4391  time: 0.5747  data: 0.0001  max mem: 15371
Train Epoch: [0]  [  750/27734]  eta: 4:18:24  lr: 0.000020  loss: 5.2116  time: 0.5704  data: 0.0002  max mem: 15371
Train Epoch: [0]  [  800/27734]  eta: 4:17:53  lr: 0.000020  loss: 3.4455  time: 0.5714  data: 0.0002  max mem: 15371
Train Epoch: [0]  [  850/27734]  eta: 4:17:15  lr: 0.000020  loss: 2.8647  time: 0.5691  data: 0.0002  max mem: 15371
Train Epoch: [0]  [  900/27734]  eta: 4:16:33  lr: 0.000020  loss: 3.9736  time: 0.5593  data: 0.0002  max mem: 15371
Train Epoch: [0]  [  950/27734]  eta: 4:16:02  lr: 0.000020  loss: 6.1788  time: 0.5771  data: 0.0002  max mem: 15371
Train Epoch: [0]  [ 1000/27734]  eta: 4:15:28  lr: 0.000020  loss: 2.1587  time: 0.5705  data: 0.0002  max mem: 15371
Train Epoch: [0]  [ 1050/27734]  eta: 4:14:54  lr: 0.000020  loss: 4.5776  time: 0.5755  data: 0.0002  max mem: 15371
Train Epoch: [0]  [ 1100/27734]  eta: 4:14:21  lr: 0.000020  loss: 6.7989  time: 0.5698  data: 0.0002  max mem: 15371
Train Epoch: [0]  [ 1150/27734]  eta: 4:13:47  lr: 0.000020  loss: 3.3384  time: 0.5648  data: 0.0001  max mem: 15371
Train Epoch: [0]  [ 1200/27734]  eta: 4:13:18  lr: 0.000020  loss: 3.4668  time: 0.5711  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 1250/27734]  eta: 4:12:46  lr: 0.000020  loss: 4.2878  time: 0.5751  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 1300/27734]  eta: 4:12:16  lr: 0.000020  loss: 6.8250  time: 0.5697  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 1350/27734]  eta: 4:11:44  lr: 0.000020  loss: 3.7694  time: 0.5718  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 1400/27734]  eta: 4:11:14  lr: 0.000020  loss: 5.2474  time: 0.5707  data: 0.0001  max mem: 15547
Train Epoch: [0]  [ 1450/27734]  eta: 4:10:43  lr: 0.000020  loss: 2.7954  time: 0.5776  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 1500/27734]  eta: 4:10:14  lr: 0.000020  loss: 3.9538  time: 0.5715  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 1550/27734]  eta: 4:09:37  lr: 0.000020  loss: 3.5278  time: 0.5623  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 1600/27734]  eta: 4:09:04  lr: 0.000020  loss: 4.7334  time: 0.5567  data: 0.0004  max mem: 15547
Train Epoch: [0]  [ 1650/27734]  eta: 4:08:36  lr: 0.000020  loss: 3.0463  time: 0.5755  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 1700/27734]  eta: 4:08:01  lr: 0.000020  loss: 7.0475  time: 0.5605  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 1750/27734]  eta: 4:07:28  lr: 0.000020  loss: 4.9465  time: 0.5666  data: 0.0001  max mem: 15547
Train Epoch: [0]  [ 1800/27734]  eta: 4:06:58  lr: 0.000020  loss: 4.1409  time: 0.5625  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 1850/27734]  eta: 4:06:28  lr: 0.000020  loss: 4.6589  time: 0.5671  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 1900/27734]  eta: 4:05:56  lr: 0.000020  loss: 3.8628  time: 0.5662  data: 0.0001  max mem: 15547
Train Epoch: [0]  [ 1950/27734]  eta: 4:05:25  lr: 0.000020  loss: 6.5347  time: 0.5677  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2000/27734]  eta: 4:04:56  lr: 0.000020  loss: 2.0449  time: 0.5804  data: 0.0001  max mem: 15547
Train Epoch: [0]  [ 2050/27734]  eta: 4:04:29  lr: 0.000020  loss: 4.5245  time: 0.5702  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2100/27734]  eta: 4:03:58  lr: 0.000020  loss: 3.6249  time: 0.5706  data: 0.0003  max mem: 15547
Train Epoch: [0]  [ 2150/27734]  eta: 4:03:32  lr: 0.000020  loss: 4.1162  time: 0.5879  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2200/27734]  eta: 4:03:00  lr: 0.000020  loss: 3.6273  time: 0.5633  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2250/27734]  eta: 4:02:34  lr: 0.000020  loss: 3.3211  time: 0.5802  data: 0.0001  max mem: 15547
Train Epoch: [0]  [ 2300/27734]  eta: 4:02:03  lr: 0.000020  loss: 3.1858  time: 0.5733  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2350/27734]  eta: 4:01:34  lr: 0.000020  loss: 3.0927  time: 0.5693  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2400/27734]  eta: 4:01:05  lr: 0.000020  loss: 2.4633  time: 0.5708  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2450/27734]  eta: 4:00:35  lr: 0.000020  loss: 3.3302  time: 0.5617  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2500/27734]  eta: 4:00:05  lr: 0.000020  loss: 3.8786  time: 0.5692  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2550/27734]  eta: 3:59:35  lr: 0.000020  loss: 2.5528  time: 0.5702  data: 0.0001  max mem: 15547
Train Epoch: [0]  [ 2600/27734]  eta: 3:59:05  lr: 0.000020  loss: 5.5782  time: 0.5697  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2650/27734]  eta: 3:58:37  lr: 0.000020  loss: 2.4156  time: 0.5715  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2700/27734]  eta: 3:58:08  lr: 0.000020  loss: 3.0599  time: 0.5730  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2750/27734]  eta: 3:57:40  lr: 0.000020  loss: 3.8460  time: 0.5680  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2800/27734]  eta: 3:57:11  lr: 0.000020  loss: 2.7327  time: 0.5668  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2850/27734]  eta: 3:56:40  lr: 0.000020  loss: 2.3779  time: 0.5720  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2900/27734]  eta: 3:56:11  lr: 0.000020  loss: 4.5318  time: 0.5724  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 2950/27734]  eta: 3:55:42  lr: 0.000020  loss: 1.8186  time: 0.5686  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 3000/27734]  eta: 3:55:12  lr: 0.000020  loss: 2.7258  time: 0.5676  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 3050/27734]  eta: 3:54:40  lr: 0.000020  loss: 2.2252  time: 0.5540  data: 0.0003  max mem: 15547
Train Epoch: [0]  [ 3100/27734]  eta: 3:54:11  lr: 0.000020  loss: 4.1922  time: 0.5694  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 3150/27734]  eta: 3:53:41  lr: 0.000020  loss: 3.2122  time: 0.5673  data: 0.0001  max mem: 15547
Train Epoch: [0]  [ 3200/27734]  eta: 3:53:14  lr: 0.000020  loss: 2.1550  time: 0.5719  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 3250/27734]  eta: 3:52:43  lr: 0.000020  loss: 3.6924  time: 0.5625  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 3300/27734]  eta: 3:52:15  lr: 0.000020  loss: 4.4572  time: 0.5759  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 3350/27734]  eta: 3:51:45  lr: 0.000020  loss: 4.4495  time: 0.5693  data: 0.0002  max mem: 15547
Train Epoch: [0]  [ 3400/27734]  eta: 3:51:15  lr: 0.000020  loss: 1.8338  time: 0.5619  data: 0.0002  max mem: 15547
